Ratings,Reviews
3,"App is good but it doesn't allow audio messages to auto play when the screen is off or black, and it doesn't play in background. So developers fix that only."
1,The UI keeps getting worse. The new emoji keyboard is appalling. The payment button is downright misplaced and annoying. It's such a shame given the actually good features like message editing and video note
1,"WhatsApp's recent updates have been a source of frustration for many users, including myself. The changes to emoji and GIF control options have made it challenging to express ourselves effectively, causing irritation. Furthermore, it has become difficult to communicate smoothly with my girlfriend, Sara, due to glitches and delays in message delivery. These issues hinder the quality of our conversations. We hope WhatsApp can prioritize user convenience and address these technical challenges promp"
2,"The latest version of whatsapp is the most annoying version of this app I've ever used... I give it 2 stars because, voicemail and calls are quite alright but there really are issues at the level of status updates... I can no longer give an image a color filter but instead, when I click on the filter I want, it takes me to status privacy... This is really annoying please... And too, if it were possible, an option for uploading audio from phone as status too would make things ideal I think..."
1,I don' t know what's wrong with this app.........i can't even send videos anymore......this problem really needs to be fixed......because it's making me loose intrest in this joke of an app
2,Since the last update I've been unable to access emojis I have to drag the keyboard so that I can access them which sometimes it refuses to pop up..Kindly assist
4,"I'm using the WhatsApp for 8 years I have very good experience and the new update is also awesome but I need something more in WhatsApp that is the ""mute calls""option.Add this option"
2,"Facing issue while listening to voice messages. The screen blinks, and voice message stops. There's no continuity that the voice message will play at one go. Please fix this problem. Using OnePlus 7 handset currently and Android version is up-to-date, also the installed the latest version for WhatsApp too. Let me know if we've fix to this. Thanks, Divya"
1,"Couldn't be register my number for this app as it is not permitted stating that ""you need official WhatsApp to use this account"", though it is official one. Can it be solved. Plz allow me to use. Previously, I have used this app for several years with due diligence. But don't the reason for which my account was blocked and later restored. Now, I am unable to use the App for the aforesaid reasons."
5,WhatsApp is one of the best application for privacy. All your chat with your love one are end to end encrypted which cannot be seen by any other person. Also the view once feature is best . Thank you ❤️
2,Still no update where you can edit your caption on your status AFTER posting it just in case u made a mistake instead of deleting your status and posting it all over again??
3,Finding the right emoji becomes difficult when writing a message. So if an emoji could be pinned then we could pin our favorite and useful emojis and send messages very quickly. I think it is very important.
1,"This app, is not suitable for old people because it has to be updated approximately every two weeks. Too much changes then . Old people (80years old) do not have the time(!) or inclination to adjust to this extent. I am supposed to have the ability. I think the updating of phones take so much data ( money! Money!...) and we, oldies have so little time and money left, that we should receive special consideration and be dealt with differently. I am considering putting the phone away..."
1,"I was on a Whatsapp video call yesterday, my phone's front flashlight was on while I was on the video call and then suddenly the light glitched and went off and it totally affected my phone both the phone's flashlight, camera flash light, none of the flashlights work anymore Please rectify it, because I know that this is a problem Whatsapp caused and my battery was 90% when this happened so definitely it's not a low battery that caused it"
1,"Full of bugs since recently. Keyboard no longer automatically opens if you reply to a message, and if your keyboard is opened and you press the stickers tab half of your screen is taken up by a blank bar."
5,Been a lover and user of this app since 2011 from the java app days inlove with the consistency in development but there's a new feature I find in Instagram which I think we would also love here how about we get messages from contacts that are not saved as a request? so as to help privacy and curb the edges of receiving unwanted messages from strangers cause really one can't keep blocking a bunch of people you know at least we should get to choose who can contact us using WhatsApp.
1,We are living in age of 4g and 5g there is no need for pre process the media files we are sending it compress the file size but also takes the image/video quality to cheap level use high efficiency compression which only reduces size not quality this app is total waste in that thing this app is not suitable for creators who wants to use status for promotion. Learn something from video panda compression tool available on play store
5,"I'm using this app since last so many years... mistakenly an app is downloaded by vidmate.. and that whatsapp was not protected by google.. since then my account was hacked by the third party.. and my number was no more registered on whatsapp... I have tried so many times.. but of no use... whrnever I try to create my account.. I receive the message that ""your phone number is banned from using this "" kindly help..."
1,"Problem identify, I am using Whatsapp since long. Recently Whatsapp not working and unable to proceed verification on my existing number +88016******** also failed on Business version but few minutes earlier I have registered different operator+88013******** with successful verification on same phone. Request to solve the issue at earliest convenience."
2,"There is some issue with the notification. Even data is on, but any kind of notification from the WhatsApp is not received."
2,"What's with the update removing the search button for the ""status"" category? Put it back, sometimes, I want to research someone's status and had to scroll andanually search them."
3,"Why does uncle Mark keep spoiling this app. Forget about adding updates that no one needs and just go ahead and fix the problems at hand. Like, why can't I send a video to my status without it being blurry and all? Why can't I play a voice note without my phone going off? Please fix the problems, thank you."
1,"Very unreliable. Massive issues changing phones, have lost all my conversations history once before, changing phones and numbers is a nightmare. Most recently changing phones and numbers crashed my brand new phone. Now it will not even open. Have lost all my conversation history multiple times. Have uninstalled and reinstalled multiple times and now it just crashes everytime I try to open the app. Won't let me even try to use it. No response from support either."
3,Please give an option to hide the Channels section if we don't want to use it. It just looks ugly and distracting. Thanks.
1,Changed my mind this is one of the worst apps I have ever used. It keeps saying I am not using the original version of WhatsApp messenger while I'm using the original version. I can't login cause of this. I have tried connecting them and they replied but they did not help at all.
5,It's very easy to using process and massage & calls available to the app so this app very nice and good reference . security massage and videos atc. So it's very nice appp .
1,100% of the group voice chats I've started or have been invited to since you started testing the feature were done by mistake. Change the icon to one that makes any sense and add a confirmation modal explaining the action before starting a call with dozens of people.
5,Great app...Do we have Any settings to Hide Channels Part .. Because we are not interested to follow channel of others....We have alternative for that...It will be good if any option to hide.Thanks
2,"I have been enjoying my WhatsApp till I notice a change in the status page layout and the channel thing, WhatsApp is suppose to be a private space why should I add a disturbing channel to it?"
3,"The bug with video playback after viewing a status hasn't been resolved, that's the special update many are waiting for! Thanks."
1,"What's app is getting worst day by day in the name of new version udpates... Recently I had my Android updated to a new version and realised what's app pop up notifications which made me access my what's app better and had me at ease is not unavailable, I have also started receiving messages business which I have never signed up to this is now annoying me I am unaware of any messages I receive on what app until I myself wish to engage into the application...I guess I would uninstall if continued"
2,Everything is good... But whenever I'm forwarding or sending someone something... It is taking a lot really a lot of time to show the contacts
5,"What is this? There are two ways of quoting a message in WhatsApp. Open your WhatsApp and find the message you want to quote. The first way to quote in WhatsApp is by swiping right on the particular message, and WhatsApp will immediately quote the message, and you can add your quote and send the message. Thank you so much"
1,I am unable to use my WhatsApp account. I think it was some sort of glitch so many people were joining a what's app group at once and it was mistaken for me of spamming.. so please look into it.. i am a student and i really really need this account very bad experience I was doing no such wrong if anyone at what's app reads this pls help me I am in desprete need of that account back....
1,I hate your new update. Your update is playing with my comfort zone. I want the old version of what's app which is good and easy to use. The new update has all the labels at the bottom which is so irritating and makes it so difficult to use. Can't even engage with messages properly. Or else keep it optional to update atleast.
4,This is very good App . But some time issues are acourd next update every thing slov . This is very best app for earning and very good management who deals this App. I like it very much
4,What is happening with the emojis. Sometimes when you use one and press send it you can not see your message until you press the arrow to leave the conversation. It is confusing
1,The new channels feature removes muted statuses. Thats disorganising my whatsapp statuses. Whatsapp should ask us users for concernt if we allow the new feature or not. Not everybody wants channels
3,"Media Upload Quality option not showing in my wahstap settings in data and storage, can please guide why it is not showing even am using latest version, when I upload status it's totally losses qaulity even of the video is short smaller in size, please need help"
1,"I got a new phone and have been trying to get What's App to work. It only sees 1 group chat that I don't even use anymore. I can't restore backup chat to new phone. I can't transfer chat either. And to use it on old phone I have to reset it back up, which removes it from this phone."
1,"The app is great, problem is that group chats and individual inbox messages are all mixed up. I sometimes fail to see someone's message and end up being blamed. Instead of the community tab, why can't you separate individual chats and group chats."
1,Why did they add a channel section under status? They should add a hide/disable button for this feature because why would I want to view social media on an app that I use to text friends and family
3,Pls enable message scheduling! There's another app that has this useful feature. Most of the time i remember that i have something to say but i can't do it on that moment bc of the time and i forget what i wanted to communicate. Pls include it.
3,WhatsApp is a really great app. The app really helps you to communicate with people everywhere and anywhere at anytime. I don't know if it is just me but sometimes the calls cuts out for no reason and today when I tried calling someone I couldn't hear the other person and it kept saying the call was reconnecting. Is there any possible way to fix this issue if it is one please.
4,"I have this downloaded in a laptop and pc and it's laggy. I type something and it can't keep up. The letters apprear way later than they're supposed to. Same for moving through different chats. At times, I end up sending a message to the wrong chat simply because it doesn't change the pages as quickly as it's supposed to."
4,I had just got an additional feature-channels and it was ballistic but it seems it has been disabled immediately or otherwise. When will the feature go live?
1,"Please fix your f-tup decision to change the emoji/sticker layout! It is the most annoying update you possibly could've done! I will change over to Viber or Telegram because of this update! Every time you use an emoji, go back and type and then use an emoji again every thing jump around! Really NOT impressed! If I could rate it a 0 I would!"
2,"You guys just keep bringing updates and make them mandatory to install, but in some devices these latest versions are not compatible. So what about us. Please look into this and make some compatible version for old devices like WhatsApp lite or something!"
1,EDIT: Lost the ability to edit messages Please keep the option to show notifications when muting a chat as I would still like to see the messages without being notified
1,"I use WhatsApp for my business purpose and have upto 1000+ groups, and daily usage is about 1Lack messages a day. I use a gaming phone, still my WhatsApp take a lot of time to load while forwarding a message. This load time cause alot of issues, as I have to share media of my products using these groups, due to which my customers faces a lot of delay."
2,"I used to throughly enjoy being able to use this as an alternative to texting, however, the unfortunate thing is that Popup notifications are no longer available to my phone. Will this issue be fixed in the future? Thank you"
5,Umm.. It's a good app for conversation u can easily delete messages and u can easily delete your status and everything is good about it.
3,Playing voice notes is a horrible experience. I love WhatsApp but it's frustrating when the volume of the note suddenly drops too low or just pauses for no reason.
1,There should be option to allow selective individuals to see the blue ticks (read receipts) once the message is read instead of allowing all people to see the blue ticks
2,"Its a good communication app. But some settings should change. Specially this backing up method. While in an important conversation backup prompts, and 1st it is preparing then backing up then uploading. Until end first two nothing can do in the conversation. My opinion Backup process should not disturb to users. It can be done by a counter in notification panel rather than on top notification in middle of screen. Scheduling doesn't work properly and backup via cellular data also not work."
4,"This is a great app but I suggest that you guys include all the features these Unofficial WhatsApps (GB WhatsApp) has like separating groups from personal chats, and other attractive features in the GB WhatsApp. Thanks"
1,"The new update for channels to be followed sucks. It makes whatsapp to be boring, especially by being on the status category. It sucks."
5,"I would not recommend WhatsApp to be used for businesses. However it is very helpful for individual usage. It delivers quick, timely, functional, and consistent communication between any two individuals over half decent Wi-Fi. It has its kinks to it, like kicking you off once you start running low on storage, or automatically downloading the photos of friends when you forgot to unselect that option. But over all it is a great program to use!"
5,"Great app, now better with edit mode, but messages can only be edited within 15 min. Should not limit editing frequency"
1,"Unable to see any photo being shared to me. Not even the status and stories. It says- 'unable tk download, please try again later'"
4,"Overall good. Please include the option of editing the caption of the status after uploading it. Also add thr option of including the button with which, a user can reach the top of the chat"
2,The app is quite good but you really need to improve it to match the features and designs of third part applications where the app can save status independently and with WhatsApp groups separated from other individual chats.
5,"i have nothing to describe, this app is just very helpful for sharing information to others, also to improve the relation range or friendship as well i got no problem with it alhamdullillah, hope it can be better each time. i've never rated apps before, so yeah :v that's all i could tell based on my experience, thanks."
1,"This last update is whack.who wants channels on their whatsapp? My muted contacts in status section disappeared,I can't find the search button for statuses"
1,"What's happened to emoji UI? Updated 23/8 and now the emoji UI is so cumbersome and unintuitive. Can't quickly go back to keyboard from emoji board like I was used to. Bring the old UI back or improve on this new one, so that it's easier to switch between emojis and keyboard"
4,"What's App is now a day is very important tool for formal & imformal communication . It has been adapted as a office communication tool. It is very easy & fast. Also very useful for like minded group , social work. खरेतर Whats App ने एक विचार क्रांती घडऊन आणली आहे. ज्ञान प्रसारित करण्याचे कारण बणले आहे."
1,"Status video & photo quality compression is getting worse. Like, really bad. Please please please fix this. Why yall keep making the all worse?"
3,WhatsApp still can send messages faster than any other software when your wifi is super slow..like mine. The only problem is that I cant view full chat history of a group after joining late. Pls update that problem.
4,"No doubt it's an app which nowadays necessary to keep in phone for many useful purposes. It's now became a part of our day-to-day life. But a biggest problem rises here that it doesn't have the features that if the phone has been format, it's very difficult to backup the chats. If it is not done at that instant of time when the app is installed, the chat will never be there again. In this process, useful information are lost forever. This is not the same case with other apps."
3,Pop up notification is now available in Android this is very poor thing which is happening please try to make a solution for this so that people can read message by pop up notification
5,"This is certainly a very useful App. I will recommend it to all my friends and relatives, simple and easy !!! I love the clarity of the sound, awesome 👍 pls try it, you will be more than satisfied I am and so will you!!!"
5,"I really like WhatsApp. It has helped me so much, in my life. I had a heavenly life, then my husband died, and then a big brother and then another brother. Life was too much to bear and I was so brokenhearted. By writing to my friends, who encouraged me, and what I was going through, really helped me mentally as I put my feeling to text, and my friends replied back in response with their words of encouragement. I am not over the hurdle but WhatsApp has really helped me so very much! Thankyou WA!"
5,"WhatsApp is relatively safe, sound and good to utilize. Still I want to suggest you to add a feature to change the theme of this app that will be only on the particular user's mobile. Please also add the feature to change the app icon only for a particular mobile user id they want. Thanks"
1,"We don't want channels in WhatsApp,it's Affecting the entire view of status updates . we don't want our private communication app filled with other content creators cringe."
1,I have been receiving late messages and my messages are also sending late I try to fix it by installing the app again but that didnot solve my problem.All apps in my mobile are working fine except whatsapp
1,"I've been using whats app since 8 + years now i've never been so dissappointed , you guys have now changed the sticker ,emoji and gif section now its has may bugs , and its too slow to use i can't navigate my sticker its to confusing my request you to bring back the old feature asap."
2,"Uch,no- latest UI update not great,WhatsApp!The way everything moves up & down the screen when trying to select & use emojis while typing now feels really fiddly.Like trying to type a popup. Please put it back how it was!🤦🏼‍♂️"
2,"It's been good till now. Video chat has been iffy, but most likely because my phone is old. I am a regular user of this app. But now I disapprove because they've made new Transgender imojis. I dislike and highly disapprove of this update!! It shouldn't be part of this app or any app."
1,I dont feel safe with this app on my phone. I've had it where random people have added me to group chat and I never thought they could do anything like that. It just goes to show that on what's app you dont need to know the person or there number too add them to group chat. I think it's an absolute disgrace
5,WhatsApp is a really great app. The app really helps you to communicate with people everywhere and anywhere at anytime. I don't know if it is just me but sometimes the calls cuts out for no reason and today when I tried calling someone I couldn't hear the other person and it kept saying the call was reconnecting. Is there any possible way to fix this issue if it is one please.
2,"Recently I'm not able to use Whatsapp because on and off has bug , I did clear cashe , I did restart my phone , I did even update the app , unfortunately none of them helped whatsapp work properly ,at the end I deleted app and reinstalled it , the dates of my messages changed . Ridiculous."
1,If it's not broke don't fix it!! I don't understand why tech people feel that they need to update and change things every year. Yesterday I could send messages and talk to my family and friends and today my WhatsApp has disappeared and my messages are gone. Maybe you think that you're helping us but the older generation finds this to be a pain. Now at 65 I have to find out how to get my WhatsApp back on my phone.
1,My experience is horrible in verification of phone number. Even support team is useless as they just shared only template based emails even without reading whole problems.
5,Great operational menu & design. Easy to operate. I also like the new edit text feature even after sending as well as profile photo in group chats.
5,"Wonderful app so far. Chat privacy improved, you can also post audio clips on your status. I'd love there to be filters for video calls💖"
4,"It is a request to WhatsApp that the new update that you have brought in the video call should be removed as soon as possible to rotate it, talking left or right at night while sleeping, the image becomes small, due to which I have a problem."
5,This app now have 1 problem when I want Listen my voice message so I play then suddenly screen is off and also same problem with audio call. But video call not problem it's working properly
3,"I think WhatsApp should remove a online thing because as we go online people see we are online..I think we don't need to update our contacts as we are online...if kept last seen...it's fine...but People who don't keep last. Seen...like me...I dont want to update people like I am online...this should be removed or. This option should be hide ... I want wtapp to upgrade by adding music to the status on app, by adding pictures we can also add music on it."
1,I am unable to call anyone ever since I updated the app. I tried contacting WhatsApp Support thrice but my tickets are closed automatically before I even get the chance to speak to an actual human instead of an AI which is of absolutely no use.
2,"Since the last update and I log out from the app,i find difficult to login again please help me fix this issue I have been always referred back to play store where as my app is updated. I have been using whatsapp for long. Please help me to logging back my account."
1,"Stop moving the emoji, sticker etc. Button here and there. Users will get used to one thing and instead of developing something useful, you people are moving buttons here and there for the sake of updates."
4,I didn't give 5 stars for one reason. When I try to use the app in landscape mode it is always glitchy and barely works. But other than that I'm fully satisfied. If you could only fix that I would give it 5 stars.
4,"Kindly improve the quality of photo & video that we upload in the status, if can't improve the quality of photo and video that's ok but please don't reduce the quality. Its a humble request please focus on this area. The quality of status uploading contents are very low. Kindly improve in this area on next update."
1,"can't play video of view photo without file access permission. please fix. pop up permission is for ""to send media..."" I'm not sending, just viewing. ""media viability"" is disabled. iPhone didn't need file permission."
5,"suddenly we have faced some issues while using the WhatsApp business app, the issue is while I'm trying to send a message to someone, it doesn't send, I tried so many times it doesn't send then I tried to uninstall the app & install it again, then I entered my number & I didn't receive the OTP yet, I'm trying so many times but I didn't receive it, I have attached the screenshots, please resolve this issue asap"
5,It takes time to learn for old people who have not yet used it. We need something like a tutorial. Overally the app is fine and it runs well on any device. Keep it up guys you have set an example
1,"I can not use the photo filters, whenever I try to use it the do not work and after tapping the filter it redirected to the messege page! totally bad experience, developera should fix this"
1,After downloading new version My photos are automatically not showing in gallery and older photos are deleted from WhatsApp . how can I get this please help .??
4,"Hi Team, The new update of linking devices is very useful. We need not worry about losing chats. One suggestion is that there must be an option to make a secondary device as primary."
4,"It's good... But please include chats as 'Delete once Read' even in the notifications too,,, so that passwords or otp is deleted once it's being viewed even in the notifications. Please do include this feature in voice and video messages also."
5,"WhatsApp is the best 👌, but something is missing. Calling background should be editable, meaning someone can change the background to the desired image. Thank you 😊 💓"
2,"This new update has confused me in away. I tried to approach another watsap , which ended in my number being banned from using whaatsap I must say the old vision worked just fine for me. Now I'm having a problem that I can't fix."
1,The worst Update Ever. We are not interested in social usase of this app. We use this as personal usases with close one. So kindly remove channel features.
4,It's a great chatting app. But from last night I can't open it. I have a problem opening the app. Please fix this bug. Is this a some kind of glitch in android phone or something like that. I hope you would fix this issue as soon as possible😇
2,"The app is good and everything but now every time you want to use your own sticker packs, they won't even load in anymore."
1,The new update sucks. Inboxes delay to be seen by the recipient. And dps delay to update themselves on other people's profiles. Lame
1,I have been using whatsapp few years now swap to business whatsapp but recently wanna switch back to get some data but somehow i wanna switch back and cannot be done. It kept showing cannot be connect and log in to it can u help ? It kept show initialising ...
2,"In the latest update, you can't change the profile picture of a whatsapp group. The application just shuts down Tried this for the last 2 days and it keeps closing the entire App, please work on this. Thanks"
3,"Why we can't listen to WhatsApp voice messages on android auto?? When you'll be able to hear the text message via a message reader, it's makes a very common sense that we should be able to listen to the voice memo messages on android auto or apple car play. When you going to add this future?"
3,"When I am on a voice call, I am not able to shift to Bluetooth. Please fix the bug."
2,"The HD feature is no longer available,for all photos in the new update, really bad"
1,"Hello WhatsApp support, I am encountering the error message ""you need the official WhatsApp to use this account,"" despite using the official app from the authorized app store I have tried updating, restarting, and reinstalling the app without success. please assist in resolving this issue promptly. Thank you"
5,After every update WhatsApp getting more and more commercial..or public platform......which was previously private massege app.....u guys need to understand not all new gen people use your WhatsApp.....it gets more and more complicated for my mother to use it ....now you add chennal...to it there is no need for that ... atleast u can give options to turn it off
2,Hi whatsapp I'm facing difficulties while using kindly resolve this. Entire whatsapp setting changed in my mobile also I tried to attach the screen shot not can't.
1,NEW UPDATE really messed up the emoji/sticker/gif section. It condenses everything to the bottom and leaves this big gap of space for no reason. You have to constantly have to pull up the the emoji part. It's really annoying. Please fiz
1,"If someone send me photos in HD and file mode , then photos and videos not showing on my album or phonots app . Totally third class experience"
3,"I don't know what WhatsApp is playing at, but this new update is terrible. The whole app is now confusing. Why remove the search for status, the community stuff is annoying and the follow feature is not necessary, argghhhhh"
1,"The most horrible app. Can't edit messages, deleteing shows that you've deleted a message for the receiver. Deletes old messages automatically when logging in to a new revice if there's no backup."
1,"My story appears short than what ive upload. Probably 15 sec, but the original is 30 sec. And very low quality video uploaded."
1,WhatsApp has been very inconsistent later closing g account at random without any cogent reasons. Later open it and close again then open. I mean what exactly is the problem saying system malfunction but repeating it all over again. It is sickening.
5,"This version of whatsapp is actually the best yeah,it surprised me that i could be able to edit messages 15 minutes after sending it,i used to be angry whenever it's time to update my WhatsApp but awww this version of it got me this time, It's actually one of the best version tho,ouchhh to anyone who hasn't updated theirs because they're really missing a lot here"
5,A small suggestion from my side (a small software update in app) Ex- if one person wants to wish to his bestie at the 12am but sometimes he may be slept. So he forgotten it. So am requesting to update app automatically send message to concern person when the net on like alaram type.Thank you
1,"Fail on the WearOS launch. The app tells you to connect to WiFi but on Galaxy Watch 5 you don't have a choice to connect to WiFi, the app eeds to tell the watch it needs WiFi otherwise it automatically disconnects. One way to force WiFi is to turn off Bluetooth but WhatsApp also needs that."
4,"Dear WhatsApp every thing is perfect in WhatsApp .... but I wanted to have a translator to change the text to the language l know, Telugu to English , because many people of WhatsApp group's are mostly forwarding the text in there native language and many of us don't know other languages but l wanted to read the text and I don't know how to read it sooo please( I need a translator option to translate text to English ) thanku for amazing app .. bye"
1,"Bring back the previous emoji, gif and sticker keyboard style.. new one is very annoying. At previous version we can swipe left/right to switch between different emojis but now swiping it's changing between emoji-gif-sticker. I need the old style"
1,"What do you mean by chat lock? Don't you know meaning of archive and chat lock? Give a seperate option that it should visible on chats list and lock option should visible aside of chat to know weather it is locked or not. Like that. Hope you people understanded the requirement. And bring notification when someone mentioned us in groups, bring screen share without call., Note:- Bring safety scan for viral or share links or pics by someone (use Ai for fast scan)."
4,"Im encountering an error message "" You Need the Official WhatsApp to Use This Account,"" despite using the original app from the authorzied app store. Please can anyone help me ,ive tried updating, switching to WhatsApp Business and even switching device. Please solve this as soon as possible. Thank you."
1,New update very irritated. Because status bar convert in updates and its show many channels. It's very bad update
2,"If any story is of 2 or 3 minutes, its parts should be set automatically while playing the story. and thank you"
4,"Dear Developers, Please add a symbol or a dot in the corner of the profile picture if someone is online on WhatsApp. It will help very much to find if they are active in the internet. It will make the task easier of communication. Anyone can get to know if they are online and will message then. It will be helpful. It's also in Telegram. And please also increase the time limit of 'Edit' a message like the 'Delete for Everyone' option time limit. Learn from telegram"
1,"For the past week, I've been unable to log in on my whatsapp after I changed my phone The verification code is not being sent to me i don't know what is happening I've sent you my complaint on email but nothing is being done I've lost some important things due to this delay What should i do?"
1,The new UX is awful. When trying to react to messages with emojis it is now super slow and clunky to search for something. Constantly selecting wrong search bar. My phone is pixel 7 pro
1,Audio messages will NOT play. Audio is on. Uninstalled and reinstalled. Searched for fixes. None worked. I'll uninstall and use messenger instead! What a waste of time!
1,"After updating my WhatsApp, I could no longer view muted updates. That section had disappeared completely. This means I can't unmute them at all,as it was before the new update. This is not okay. Please look into this."
1,"Is there any way to delete the channels page or part of my whatsapp, I hate seeing all the channels down there and haven't found the part in settings to de activate it"
1,"I can't imagine that I will taking amazing photos and videos only to post status update and realize that Whatsapp makes blurry. Why did y'all remove the photo upload quality option? All these emoji updates are very unnecessary, now can even send quality photos or videos anymore."
1,"It's good to use individually but from last day it's creating issue in playing voice note continuously , I can't listen to voice note even can't record it , kindly help to fix it as soon as possible"
5,Using this for a long period of time and after the recent few updates its not compatible with my redmi 9c device. Cant change the filter of the status cuz it went too below and when i click an effect it goes to status privacy and there are few more bugs in the updates . Please give me a solution ❤
3,The overall app is very good but the reason for the 3 stars is that the status function is not working well for me. The status view is leaving out the person who sees my status and I don't get to know which one of them saw it which is kinda annoying in the sense
1,It's so disappointing that the andriod version of whatsapp is still the old mobile app style. It's ridiculous at this point and the special features iphone versions get that andriod phones aren't entitled to. This should be fixed. It's annoying
5,"The WhatsApp is amazing thing in mobile era. And WhatsApp Status feature is great marketing and entertaining thing. But one or two my friends put nonsense things in WhatsApp status. Status mute option not enough for me and I want block their WhatsApp status in a particular period but I want to stay connect with them WhatsApp chat option only. And and my most request suggestion was WhatsApp status views count. hmm, how to tell you that,!? I repeatedly visit my favourite"
4,"When I write long status update, only 70% of it is showing after uploading it. Also, why it keeps the camera running while I browse photos to pick for story? Please fix these problems"
1,"I'm giving WHATSAPP 1 🌟, if I could I would give them 0. This app no longer shows when a person you've sent a message to has read it showing double blue ticks. Instead it remains grey. Please fix this issue???"
5,It's a great app with every feature we want. View once feature is awesome but WhatsApp should also have a feature to restrict chats like Facebook and Instagram and an automatic restriction for unknown users. Overall it's perfect.
3,App is very good and useful.. but there are some lacking points too. Majorly video/photo quality gets compressed when we add story ithat is quite irritating. Other things are negligible.
2,After the recent update the app keeps asking for backing up the data daily and there is no option to cancel it too. It is frustrating when we have to backup almost 200 MB data daily
1,"I keep losing all my chats even after backing up.. And now, the app doesn't even open anymore it just says uninstall and try again."
1,WhatsApp has got laggy for some reason. My phone is working buttery smooth but the app is lagging when I spend 15 mins in the app. Why is this happening? I'm very disappointed
2,"The new emoji menu WAS great, but now the opening animation is WAY too slow! When you are typing quickly and need to add an emoji you have to wait for the animation to finish. Previous update didn't have that animation. Please remove it again!"
1,It have misbehaving not logging my account shows your account is banned and after shows go and intall from official website and i am clicking but i have already downloaded WhatsApp.So whatsapp it was my humble request to you fix my account problem because it's important for me to conversation with others ..
1,The new channel update is annoying. Let WhatsApp a simple one to communicate only. Nobody wants to see the channel suggestions.
4,This app is fabulous. My only concern with this app is location service. Drop pin location is not accurate.
1,"Awful Sticker menu The new actualization it's very bad, there are bugs on the chat and have a significant delay at the momen to chat, the stickers menu forces to pass for all the stickers that you have and it's very uncomfortable."
1,"Complicated,asking diffrent pas word or no nogin,asking conformetion coming with other country cod, Delet complitly and restat like new. Maje.me confoused ,and l want block the refrence Thanks When i make call ""the call cudnnt connect "" The same problem not soltout .... Iwill try yo have another connection Sorr i sm not happy but l have to live you Thanks"
1,I am not satisfied with the quality related system like when I am posting a video on status the quality of my video is reduced by 60-70% by the original video. It shows blurry and very low quality video. Pls resolve this issue and get 5 star.
4,"I personally like this app, I've been using it for years. It's great but I only have one problem, due to technical limitations the iOS emoji keyboards I've installed go back to default system after sending it. I would really appreciate it if the developers could help with this problem. Thank you!"
1,"Very hard to restrict only 1 other designated caller and not your whole contact list and Whatsapp is rather persisten to want a full release of my contact list. I want to desinate only one caller to contact me. I still have not figured the charges or how i pay or when. Yes i am old and you will be some day, 81."
4,"Whenever I want to send a picture with a high quality taken from my camera S21 ultra to a chat, the whatsapp crashes, and it takes a lot of time."
3,When someone sends you a picture and you want to view it after some time they will tell you it doesn't exist on the device. I have lost important pictures and documents to that effect. Please make changes to ensure it works like that of Telegram.
2,"I've already complained but I can't send any video to anyone or put it on status, I've tried all the solutions WhatsApp asked me but I still can't do it. Every other apps are functioning perfectly so please solve this issue I've already had enough of it."
3,"with the new update, if I type a longer message, I cannot see what I write anymore in order to check any spelling etc. And when I send the message I have to manually scroll one line to see what I sent. Pretty annoying."
3,So far my experience was good until my account was being consider spam for no good reason and now I cant send and receice messages. This is really stressful and pushing me to leave the app and use any other platform which doesn't consider You as false user. Thank you🌹 *Things have changed now and i am now happy with services. Thanks*
1,For a month now ı cannot listen voice messages and ı even redownloaded it again it still the same. I think the last version is bugged (again)
3,"After updating this app, my WhatsApp started hanging so badly I can't even open it sometimes and it's not like I have too much contacts. Honestly this is terrible and it's really frustrating. I will be glad if something is done about it."
3,The new features are amazing but after the latest update I'm not able to send videos. Please resolve this issue as soon as possible.
5,I am so much glad to have this app. This is really helpful for me and people like me. Cause I am not that much solvent to do international phone calls as well as domestic calls to the family members for long time without this app. The quality of the service is really good. Thank you all.
1,The latest update seems to have a problem when you try to apply a filter to a photo. Instead of selecting the filter it brings up the keypad to type a message.
2,"Every update is braking things. I got new phone a week ago and I was happy that finally I could answer calls from hand's free. Today that function just broke. An year later is working but now I cannot cleanup conversations because cannot keep starred. Why star a message then? Why people mess with working things? Years now, the smile faces on web interface was left. Why in the world would an idiot move it right side making place for unused things?"
2,"Whenever I try to send or set status photo or video, it's quality drops drastically, photo's gets blure, in my phone camera app it's click very clear photo, but when I use WhatsApp to send or take a photo it's quality drops."
4,Whatsapp dark theme should be black and blue just like the iPhone version it's more easthetic and generally just looks and feels better than this grey-blue colors you put for us android users.
2,I'm having a big problem with this application it always starts afresh frequently and asked for another 6digit pin again this led to the banned of my first line and now the second one to is also facing the same thing with the first line is facing if in brief you can explain the problem I will be glad because I'm not really happy with what the app has done so far with my line reporting from experience and I need a good solution to it because that's my only way of receiving vital information thank
4,"The app is very good but after the new update,whenever i use emojis the text part jump on the top of the screen....its very disturbing and also frustrating....please make sure to adjust this problem."
1,"I keep having issues with the chat history. It does not backup to Google and I have lost information due to this three times this month because suddenly there is an error with ny chat history and I have to restore it, but there is no recent backup!! I'm not the only one experiencing this issue as a friend just told me the same thing keeps happening to them. There should be a way to backup on the computer or not having to backup at all just like Messenger or Instagram."
